编号,题名,年份,DOI,PDF,大类,二级类,创新点标签,科学问题标签,相关性,相关性分数,代码状态,代码仓库,方法关键词
737,MalMoE: Mixture-of-Experts Enhanced Encrypted Malicious Traffic Detection Under Graph Drift,2026,10.48550/arXiv.2602.10157,paper/10.48550_arXiv.2602.10157.pdf,恶意流量、暗网与攻击检测,图学习、知识图谱与威胁情报,图神经网络与关系建模,加密与隐私保护造成可观测特征缺失; 多源异构数据融合与上下文建模,强相关,17,未发现,,MalMoE; Mixture-of-Experts; Enhanced; Encrypted; Malicious; Traffic; Detection; Under
738,MambaNetBurst: Direct Byte-level Network Traffic Classification without Tokenization or Pretraining,2026,10.48550/arXiv.2605.11034,paper/10.48550_arXiv.2605.11034.pdf,加密流量分类与应用识别,其他AI安全与跨域异常检测,表征学习、预训练与Transformer,加密与隐私保护造成可观测特征缺失,强相关,18,未发现,,MambaNetBurst; Direct; Byte-level; Network; Traffic; Classification; Tokenization; Pretraining
739,Memory Augment Is All You Need for Image Restoration,2026,10.1109/tce.2026.3655769,paper/10.1109_TCE.2026.3655769.pdf,多媒体、医学、遥感与视频异常检测,,数据集、基准、工具与系统化评测,加密与隐私保护造成可观测特征缺失,弱相关,2,已下载,MemoryNet -> source\MemoryNet,Memory; Augment; All; You; Need; Image; Restoration; These
740,MFAD: A Multimodal Feature Fusion-Enhanced Time Series Anomaly Detection Framework in Industrial Cyber-Physical Systems,2026,10.1109/tase.2026.3683936,paper/10.1109_TASE.2026.3683936.pdf,IoT、车联网、工业互联网与边缘安全,时序、日志、KPI 与云原生异常检测; 入侵检测与网络异常检测,多模态、多视图与特征融合; 数据集、基准、工具与系统化评测; 轻量化、实时与高性能部署,边缘、IoT、车联网与工业场景约束; 高速流量实时检测与资源约束; 多源异构数据融合与上下文建模; 标签稀缺、类别不平衡与长尾攻击,中相关,7,未发现,,MFAD; Multimodal; Feature; Fusion-Enhanced; Time; Series; Anomaly; Detection
741,Mitigating Membership Inference and Model Inversion in 6G Federated Anomaly Detection,2026,10.1109/tce.2026.3699521,paper/10.1109_TCE.2026.3699521.pdf,联邦学习、隐私保护与分布式协同,入侵检测与网络异常检测; 其他AI安全与跨域异常检测,联邦学习、隐私保护与协同训练; 轻量化、实时与高性能部署; 鲁棒性、对抗防御与可信检测,高速流量实时检测与资源约束; 对抗规避、污染与鲁棒性; 边缘、IoT、车联网与工业场景约束,中相关,8,未发现,,Mitigating; Membership; Inference; Model; Inversion; Federated; Anomaly; Detection
742,Moon: A Modality Conversion-Based Efficient Multivariate Time Series Anomaly Detection,2025,10.1109/tkde.2025.3622154,paper/10.1109_TKDE.2025.3622154.pdf,时序、日志、KPI 与云原生异常检测,入侵检测与网络异常检测; 其他AI安全与跨域异常检测,轻量化、实时与高性能部署; 数据集、基准、工具与系统化评测,高速流量实时检测与资源约束; 标签稀缺、类别不平衡与长尾攻击; 边缘、IoT、车联网与工业场景约束,中相关,7,未发现,,Moon; Modality; Conversion-Based; Efficient; Multivariate; Time; Series; Anomaly
743,MPdetector: A Multi-Party Collaborative Federated Transfer Learning Approach for IoT Intrusion Detection,2025,10.1109/tmc.2025.3600306,paper/10.1109_TMC.2025.3600306.pdf,入侵检测与网络异常检测,联邦学习、隐私保护与分布式协同; IoT、车联网、工业互联网与边缘安全,联邦学习、隐私保护与协同训练,域迁移、概念漂移与真实网络分布变化; 加密与隐私保护造成可观测特征缺失; 边缘、IoT、车联网与工业场景约束,强相关,15,未发现,,MPdetector; Multi-Party; Collaborative; Federated; Transfer; Learning; Approach; IoT
744,MT-DEGCL: Multi-Task Encrypted Traffic Classification With Dual Embedding and Graph Contrastive Learning,2026,10.1109/tifs.2026.3664007,paper/10.1109_TIFS.2026.3664007.pdf,加密流量分类与应用识别,其他AI安全与跨域异常检测; 图学习、知识图谱与威胁情报,表征学习、预训练与Transformer; 自监督、对比学习与少样本学习,加密与隐私保护造成可观测特征缺失; 多源异构数据融合与上下文建模,强相关,15,未发现,,MT-DEGCL; Multi-Task; Encrypted; Traffic; Classification; Dual; Embedding; Graph
745,MT-KD: Multi-Teacher Knowledge Distillation for Privacy-Aware Unlearning in IIoT Intrusion Detection Systems,2026,10.1109/tccn.2026.3665917,paper/10.1109_TCCN.2026.3665917.pdf,入侵检测与网络异常检测,IoT、车联网、工业互联网与边缘安全,数据集、基准、工具与系统化评测; 轻量化、实时与高性能部署,边缘、IoT、车联网与工业场景约束; 加密与隐私保护造成可观测特征缺失; 高速流量实时检测与资源约束; 数据集代表性、标准化评测与可复现,强相关,14,已下载,MT-KD -> source\MT-KD,MT-KD; Multi-Teacher; Knowledge; Distillation; Privacy-Aware; Unlearning; IIoT; Intrusion
746,MTDecipher: robust encrypted malicious traffic detection via multi-task graph neural networks,2026,10.1186/s42400-025-00522-x,paper/10.1186_s42400-025-00522-x.pdf,图学习、知识图谱与威胁情报,恶意流量、暗网与攻击检测,图神经网络与关系建模; 鲁棒性、对抗防御与可信检测,加密与隐私保护造成可观测特征缺失; 多源异构数据融合与上下文建模; 对抗规避、污染与鲁棒性,强相关,14,未发现,,MTDecipher; Existing; However
747,MTG-GAN: A Masked Temporal Graph Generative Adversarial Network for Cross-Domain System Log Anomaly Detection,2026,10.1109/tnsm.2026.3654642,paper/10.1109_TNSM.2026.3654642.pdf,时序、日志、KPI 与云原生异常检测,其他AI安全与跨域异常检测; 入侵检测与网络异常检测,生成式增强、GAN与扩散模型; 数据集、基准、工具与系统化评测; 图神经网络与关系建模; 鲁棒性、对抗防御与可信检测,域迁移、概念漂移与真实网络分布变化; 多源异构数据融合与上下文建模; 对抗规避、污染与鲁棒性,强相关,10,未发现,,MTG-GAN; Masked; Temporal; Graph; Generative; Adversarial; Network; Cross-Domain
748,MTRF: Multidomain Transformation Representation for Network Flows in Network Intrusion Detection,2025,10.1109/tdsc.2025.3649110,paper/10.1109_TDSC.2025.3649110.pdf,入侵检测与网络异常检测,,表征学习、预训练与Transformer; 轻量化、实时与高性能部署; 数据集、基准、工具与系统化评测,高速流量实时检测与资源约束; 加密与隐私保护造成可观测特征缺失; 标签稀缺、类别不平衡与长尾攻击; 边缘、IoT、车联网与工业场景约束,强相关,15,未发现,,MTRF; Multidomain; Transformation; Representation; Network; Flows; Intrusion; Detection
749,Multi-Agent Federated Edge Learning for UAV-IDS in Smart City IoT Environment,2026,10.1109/tce.2026.3667039,paper/10.1109_TCE.2026.3667039.pdf,IoT、车联网、工业互联网与边缘安全,联邦学习、隐私保护与分布式协同; 入侵检测与网络异常检测,联邦学习、隐私保护与协同训练; 轻量化、实时与高性能部署; 数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束; 高速流量实时检测与资源约束; 加密与隐私保护造成可观测特征缺失,强相关,11,未发现,,Multi-Agent; Federated; Edge; Learning; UAV-IDS; Smart; City; IoT
750,Multi-Dimensional Cross-Granularity Open-Set Network Intrusion Detection,2026,10.1109/tnsm.2026.3693141,paper/10.1109_TNSM.2026.3693141.pdf,入侵检测与网络异常检测,,在线、增量、开放集与概念漂移; 数据集、基准、工具与系统化评测; 鲁棒性、对抗防御与可信检测,开放世界未知攻击与误报控制; 域迁移、概念漂移与真实网络分布变化; 标签稀缺、类别不平衡与长尾攻击; 对抗规避、污染与鲁棒性,强相关,14,未发现,,Multi-Dimensional; Cross-Granularity; Open-Set; Network; Intrusion; Detection; NIDSs; Moreover
751,Multi-Scenario Cloud–Edge Collaborative DDoS Detection in LLM-Enabled AIoT,2025,10.1109/tnse.2025.3637740,paper/10.1109_TNSE.2025.3637740.pdf,IoT、车联网、工业互联网与边缘安全,恶意流量、暗网与攻击检测; 时序、日志、KPI 与云原生异常检测,联邦学习、隐私保护与协同训练; 轻量化、实时与高性能部署; 表征学习、预训练与Transformer; 数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束; 高速流量实时检测与资源约束; 多源异构数据融合与上下文建模,强相关,11,未发现,,Multi-Scenario; Cloud; Edge; Collaborative; DDoS; Detection; LLM-Enabled; AIoT
752,"Multilingual Cyber Threat Detection in Tweets/X Using ML, DL, and LLM: A Comparative Analysis",2025,10.1109/tcss.2025.3623021,paper/10.1109_tcss.2025.3623021.pdf,恶意流量、暗网与攻击检测,,数据集、基准、工具与系统化评测,开放世界未知攻击与误报控制,中相关,7,未发现,,Multilingual; Cyber; Threat; Detection; Tweets/X; Using; LLM; Comparative
753,Multimodal Anomaly Detection for Microservice Systems via Grassmann Manifolds-Based Graph Fusion,2026,10.1109/tsc.2026.3665382,paper/10.1109_TSC.2026.3665382.pdf,时序、日志、KPI 与云原生异常检测,入侵检测与网络异常检测; 图学习、知识图谱与威胁情报,多模态、多视图与特征融合; 数据集、基准、工具与系统化评测,多源异构数据融合与上下文建模,中相关,5,未发现,,Multimodal; Anomaly; Detection; Microservice; Systems; Grassmann; Manifolds-Based; Graph
754,Multimodal Industrial Anomaly Detection via Attention-Enhanced Memory-Guided Network,2025,10.1109/tmm.2025.3632646,paper/10.1109_TMM.2025.3632646.pdf,入侵检测与网络异常检测,其他AI安全与跨域异常检测,表征学习、预训练与Transformer; 多模态、多视图与特征融合,边缘、IoT、车联网与工业场景约束,强相关,11,未发现,,Multimodal; Industrial; Anomaly; Detection; Attention-Enhanced; Memory-Guided; Network; Such
755,Multimodal Reasoning with LLM for Encrypted Traffic Interpretation: A Benchmark,2026,10.48550/arXiv.2604.08140,paper/10.48550_arXiv.2604.08140.pdf,加密流量分类与应用识别,数据集、基准、综述与开源工具,可解释性、规则抽取与因果分析; 数据集、基准、工具与系统化评测; 多模态、多视图与特征融合; 表征学习、预训练与Transformer,加密与隐私保护造成可观测特征缺失; 模型可解释、可信与可审计; 数据集代表性、标准化评测与可复现,强相关,14,未发现,,Multimodal; Reasoning; LLM; Encrypted; Traffic; Interpretation; Benchmark; Network
756,Multivariate Time Series Anomaly Detection in IIoT Using Spatial-temporal Dynamic Mask Diffusion Model,2026,10.1109/tdsc.2026.3692551,paper/10.1109_TDSC.2026.3692551.pdf,时序、日志、KPI 与云原生异常检测,IoT、车联网、工业互联网与边缘安全; 其他AI安全与跨域异常检测,多模态、多视图与特征融合; 生成式增强、GAN与扩散模型; 数据集、基准、工具与系统化评测; 表征学习、预训练与Transformer,边缘、IoT、车联网与工业场景约束; 多源异构数据融合与上下文建模; 域迁移、概念漂移与真实网络分布变化; 数据集代表性、标准化评测与可复现,中相关,7,未发现,,Multivariate; Time; Series; Anomaly; Detection; IIoT; Using; Spatial-temporal
757,Multivariate Time Series Anomaly Detection Using Learnable Spatial-Temporal Graph Ordinary Differential Equations Network,2025,10.1109/tdsc.2025.3640165,paper/10.1109_TDSC.2025.3640165.pdf,时序、日志、KPI 与云原生异常检测,图学习、知识图谱与威胁情报; 入侵检测与网络异常检测,图神经网络与关系建模; 多模态、多视图与特征融合,多源异构数据融合与上下文建模,中相关,8,已下载,MAD-ODE -> source\MAD-ODE,Multivariate; Time; Series; Anomaly; Detection; Using; Learnable; Spatial-Temporal
758,Multiview Spatial–Temporal Interaction Attention- Based Multivariate Time Series Anomaly Detection for Distributed Industrial Control Networks,2025,10.1109/ton.2025.3614179,paper/10.1109_TON.2025.3614179.pdf,时序、日志、KPI 与云原生异常检测,入侵检测与网络异常检测; 其他AI安全与跨域异常检测,表征学习、预训练与Transformer; 联邦学习、隐私保护与协同训练; 多模态、多视图与特征融合; 数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束; 多源异构数据融合与上下文建模; 数据集代表性、标准化评测与可复现,中相关,7,未发现,,Multiview; Spatial; Temporal; Interaction; Attention; Based; Multivariate; Time
759,MVNIDS: A multiview-based network intrusion detection system,2025,10.1016/j.jisa.2025.104321,paper/10.1016_j.jisa.2025.104321.pdf,入侵检测与网络异常检测,,数据集、基准、工具与系统化评测,标签稀缺、类别不平衡与长尾攻击,强相关,14,未发现,,MVNIDS
760,Network attack pattern recognition and early warning based on multimodal data and artificial intelligence,2026,10.1007/s10791-026-10006-2,paper/10.1007_s10791-026-10006-2.pdf,恶意流量、暗网与攻击检测,,多模态、多视图与特征融合; 轻量化、实时与高性能部署; 数据集、基准、工具与系统化评测,高速流量实时检测与资源约束; 多源异构数据融合与上下文建模,强相关,13,未发现,,Network; School; Computer; Artificial; Intelligence; Nanjing; University; Finance
761,Network Intrusion Detection System Based on Enhanced Dual Gaussian Mixture Variational Autoencoders for Internet of Vehicles,2026,10.1109/tits.2026.3660300,paper/10.1109_TITS.2026.3660300.pdf,入侵检测与网络异常检测,IoT、车联网、工业互联网与边缘安全; 其他AI安全与跨域异常检测,数据集、基准、工具与系统化评测; 生成式增强、GAN与扩散模型,边缘、IoT、车联网与工业场景约束; 数据集代表性、标准化评测与可复现,强相关,17,未发现,,Network; Intrusion; Detection; System; Based; Enhanced; Dual; Gaussian
